location,size,total_sqft,bath,price,bhk,price_per_sqft
Whitefield,2 BHK,1012.0,2.0,58.0,2,5731.225296442688
other,5 Bedroom,1800.0,4.0,68.0,5,3777.777777777778
other,2 BHK,1235.0,2.0,52.76,2,4272.064777327935
Hennur Road,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
Varthur,2 BHK,1085.0,2.0,45.0,2,4147.465437788019
Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2,2714.9321266968327
Sarjapur  Road,3 BHK,1800.0,3.0,128.0,3,7111.111111111111
other,6 Bedroom,1800.0,3.0,105.0,6,5833.333333333333
Basavangudi,2 BHK,1560.0,2.0,145.0,2,9294.871794871797
Kadugodi,3 BHK,1351.0,2.0,78.0,3,5773.501110288675
Babusapalaya,3 BHK,1358.0,2.0,43.4,3,3195.8762886597938
Chandapura,2 BHK,1025.0,2.0,27.68,2,2700.487804878049
Sarjapur  Road,3 BHK,1877.0,4.0,150.0,3,7991.475759190197
other,3 BHK,1477.0,2.0,75.0,3,5077.860528097495
other,2 BHK,900.0,2.0,45.0,2,5000.0
Electronic City Phase II,1 BHK,630.0,1.0,28.35,1,4500.0
Brookefield,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
Uttarahalli,2 BHK,1260.0,2.0,55.0,2,4365.079365079365
Talaghattapura,3 BHK,2273.0,3.0,145.0,3,6379.234491860977
Mico Layout,3 BHK,1670.0,3.0,59.0,3,3532.934131736527
Electronic City Phase II,2 BHK,1205.0,2.0,75.0,2,6224.066390041494
Kanakpura Road,2 BHK,700.0,2.0,40.0,2,5714.285714285715
TC Palaya,2 Bedroom,1100.0,2.0,65.0,2,5909.090909090909
Whitefield,4 Bedroom,4144.0,4.0,315.0,4,7601.351351351352
other,3 BHK,2500.0,3.0,250.0,3,10000.0
Seegehalli,3 BHK,1525.0,3.0,65.0,3,4262.295081967213
Kanakapura,2 BHK,1120.0,2.0,39.2,2,3500.0000000000005
Sultan Palaya,4 BHK,2200.0,3.0,80.0,4,3636.363636363637
other,2 Bedroom,1200.0,3.0,46.14,2,3845.0
Balagere,2 BHK,1012.0,2.0,54.59,2,5394.268774703557
other,3 BHK,1975.0,3.0,90.0,3,4556.962025316456
Attibele,2 BHK,1200.0,2.0,42.0,2,3500.0
other,2 BHK,1400.0,2.0,44.8,2,3200.0
BEML Layout,4 Bedroom,1196.0,3.0,150.0,4,12541.80602006689
Sarjapur  Road,3 BHK,1700.0,3.0,108.0,3,6352.941176470588
other,2 BHK,1060.0,2.0,42.5,2,4009.433962264151
other,3 BHK,2400.0,3.0,260.0,3,10833.333333333334
Thubarahalli,2 BHK,975.0,2.0,55.0,2,5641.025641025641
Kadugodi,2 BHK,1088.0,2.0,44.0,2,4044.1176470588234
other,2 BHK,460.0,1.0,15.0,2,3260.8695652173915
Electronic City Phase II,2 BHK,1031.0,2.0,55.0,2,5334.62657613967
other,3 BHK,1800.0,3.0,53.0,3,2944.4444444444443
Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,4588.679245283019
other,3 BHK,1250.0,3.0,43.0,3,3440.0
Sarjapur  Road,2 BHK,1026.0,2.0,60.8,2,5925.925925925926
Chandapura,3 Bedroom,1200.0,3.0,65.0,3,5416.666666666667
Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000.0
7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2,3800.000000000001
Bhoganhalli,2 BHK,910.2,2.0,80.64,2,8859.591298615689
Hebbal,3 BHK,1645.0,3.0,135.0,3,8206.686930091186
Jalahalli East,2 BHK,1020.0,2.0,42.48,2,4164.705882352941
Gottigere,2 BHK,1205.0,2.0,56.58,2,4695.435684647303
Gottigere,1 Bedroom,812.0,1.0,26.0,1,3201.9704433497536
other,4 Bedroom,875.0,4.0,150.0,4,17142.85714285714
Whitefield,2 BHK,1295.0,2.0,64.5,2,4980.694980694981
Vidyaranyapura,4 BHK,2400.0,5.0,135.0,4,5625.0
Ramagondanahalli,4 BHK,2787.0,5.0,220.0,4,7893.792608539648
KR Puram,2 BHK,1000.0,2.0,44.5,2,4450.0
KR Puram,2 Bedroom,800.0,1.0,130.0,2,16250.0
Mysore Road,3 BHK,1568.0,2.0,100.0,3,6377.551020408163
Malleshwaram,4 BHK,6500.0,4.0,1400.0,4,21538.46153846154
Chikka Tirupathi,4 Bedroom,3056.0,5.0,100.0,4,3272.251308900524
Sarjapur  Road,3 BHK,1691.0,3.0,100.0,3,5913.660555884092
Brookefield,4 Bedroom,3675.0,4.0,176.0,4,4789.115646258503
Akshaya Nagar,3 BHK,1896.0,3.0,102.0,3,5379.7468354430375
Hoodi,3 BHK,1925.0,2.0,114.0,3,5922.077922077922
other,3 BHK,1900.0,3.0,160.0,3,8421.052631578947
other,1 Bedroom,410.0,1.0,48.0,1,11707.317073170732
Mysore Road,12 Bedroom,2232.0,6.0,300.0,12,13440.860215053764
Kasavanhalli,3 BHK,1691.0,3.0,104.0,3,6150.206978119456
HRBR Layout,2 BHK,1265.0,2.0,78.0,2,6166.00790513834
Kalyan nagar,2 BHK,1250.0,2.0,65.0,2,5200.0
Uttarahalli,2 BHK,1089.0,2.0,43.55,2,3999.0817263544536
other,2 BHK,1130.0,2.0,75.0,2,6637.168141592921
Kanakpura Road,3 Bedroom,1500.0,3.0,97.0,3,6466.666666666667
Pattandur Agrahara,2 BHK,1247.0,2.0,62.35,2,5000.0
other,6 Bedroom,1200.0,3.0,125.0,6,10416.666666666666
Thanisandra,2 BHK,1220.0,2.0,42.0,2,3442.622950819672
Hormavu,2 Bedroom,860.0,2.0,56.0,2,6511.627906976744
Horamavu Agara,2 BHK,1079.0,2.0,41.0,2,3799.814643188138
Whitefield,2 BHK,1300.0,2.0,78.0,2,6000.0
GM Palaya,2 BHK,1000.0,2.0,35.0,2,3500.0
9th Phase JP Nagar,3 BHK,1719.3,2.0,88.0,3,5118.362124120282
Koramangala,4 BHK,5985.0,4.0,775.0,4,12949.039264828738
Mallasandra,3 BHK,1100.0,2.0,76.3,3,6936.363636363636
Electronic City,2 BHK,1296.0,2.0,65.0,2,5015.432098765432
Kaggadasapura,2 BHK,1000.0,2.0,43.0,2,4300.0
Hebbal Kempapura,4 BHK,3895.0,4.0,495.0,4,12708.600770218229
Electronic City Phase II,3 BHK,1220.0,3.0,35.23,3,2887.7049180327863
other,3 Bedroom,600.0,3.0,125.0,3,20833.333333333332
Hebbal,4 BHK,3067.0,4.0,230.0,4,7499.184871209651
Mysore Road,2 BHK,1005.0,2.0,35.175,2,3499.9999999999995
BTM 2nd Stage,3 BHK,2780.0,4.0,325.0,3,11690.647482014389
other,3 Bedroom,2400.0,3.0,408.0,3,17000.0
other,2 BHK,1353.0,2.0,110.0,2,8130.081300813008
Electronic City,3 BHK,1160.0,2.0,42.0,3,3620.689655172414
Thanisandra,2 BHK,1093.0,2.0,68.1,2,6230.558096980786
CV Raman Nagar,3 BHK,1550.0,3.0,65.0,3,4193.548387096775
Hennur Road,3 BHK,1500.0,2.0,62.0,3,4133.333333333333
other,2 Bedroom,600.0,1.0,52.0,2,8666.666666666666
Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2,5365.47433903577
Akshaya Nagar,3 BHK,1884.0,3.0,98.0,3,5201.698513800425
Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2,4273.504273504273
Subramanyapura,3 BHK,1278.0,3.0,70.0,3,5477.308294209703
Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769.2307692307695
Ramamurthy Nagar,2 BHK,1150.0,2.0,40.0,2,3478.2608695652175
Domlur,2 BHK,1206.0,2.0,217.0,2,17993.366500829186
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,40.0,2,3530.45013239188
Begur,3 Bedroom,3500.0,4.0,185.0,3,5285.714285714285
Basavangudi,4 BHK,2600.0,4.0,260.0,4,10000.0
Yelahanka,3 BHK,1705.0,3.0,91.0,3,5337.243401759531
LB Shastri Nagar,2 BHK,1000.0,2.0,49.5,2,4950.0
Hormavu,2 BHK,1150.0,2.0,53.11,2,4618.260869565217
Kaikondrahalli,6 BHK,3381.0,6.0,225.0,6,6654.835847382431
Poorna Pragna Layout,3 BHK,1475.0,2.0,58.99,3,3999.322033898305
Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3,6682.436428149024
Thanisandra,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
other,2 BHK,1180.0,2.0,41.94,2,3554.237288135593
other,2 BHK,1075.0,2.0,50.0,2,4651.162790697675
Haralur Road,3 BHK,1976.0,3.0,92.0,3,4655.87044534413
other,5 Bedroom,2600.0,5.0,370.0,5,14230.76923076923
Dodda Nekkundi,2 BHK,1200.0,2.0,71.0,2,5916.666666666667
Banaswadi,3 BHK,1600.0,3.0,74.5,3,4656.25
Kalyan nagar,3 BHK,1410.0,2.0,60.0,3,4255.31914893617
other,3 BHK,1431.0,3.0,65.0,3,4542.278127183788
Gunjur,2 BHK,1140.0,2.0,43.0,2,3771.929824561403
Raja Rajeshwari Nagar,3 BHK,1700.0,2.0,86.0,3,5058.823529411765
other,2 BHK,1125.0,2.0,46.0,2,4088.8888888888887
Indira Nagar,3 BHK,1650.0,3.0,200.0,3,12121.212121212122
7th Phase JP Nagar,3 BHK,1343.0,2.0,56.41,3,4200.297840655249
Chandapura,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
Kodihalli,4 BHK,3252.0,5.0,335.0,4,10301.353013530135
Attibele,1 BHK,400.0,1.0,10.0,1,2500.0
other,2 BHK,1200.0,2.0,54.0,2,4500.0
CV Raman Nagar,1 BHK,705.0,1.0,57.0,1,8085.106382978724
Anjanapura,2 BHK,1070.0,2.0,37.0,2,3457.9439252336447
Kodihalli,4 BHK,3626.0,5.0,785.0,4,21649.20022062879
other,4 Bedroom,1050.0,6.0,74.0,4,7047.619047619048
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
other,3 BHK,1893.0,3.0,115.0,3,6075.0132065504495
Garudachar Palya,2 BHK,1060.0,2.0,48.66,2,4590.566037735849
Varthur,4 Bedroom,1600.0,4.0,112.0,4,7000.0
other,4 Bedroom,4051.0,4.0,345.0,4,8516.415699827203
Whitefield,2 BHK,1180.0,2.0,41.0,2,3474.576271186441
Yelahanka,2 BHK,1350.0,2.0,55.55,2,4114.814814814815
Whitefield,4 Bedroom,4400.0,5.0,525.0,4,11931.818181818182
other,3 BHK,1700.0,3.0,111.0,3,6529.411764705882
other,3 BHK,1720.0,3.0,95.0,3,5523.2558139534885
other,3 BHK,1707.0,3.0,171.0,3,10017.574692442882
Koramangala,3 BHK,1594.0,3.0,125.0,3,7841.907151819322
other,8 Bedroom,1200.0,8.0,145.0,8,12083.333333333334
Horamavu Agara,2 BHK,1058.0,2.0,47.0,2,4442.34404536862
Talaghattapura,2 BHK,1100.0,2.0,49.49,2,4499.090909090909
Hormavu,2 BHK,1130.0,2.0,42.3,2,3743.362831858407
Bommasandra,2 BHK,1014.0,2.0,35.0,2,3451.6765285996057
Kanakpura Road,3 BHK,1450.0,3.0,60.91,3,4200.689655172414
Shivaji Nagar,2 BHK,703.0,2.0,49.5,2,7041.251778093883
Whitefield,3 BHK,1562.0,3.0,103.0,3,6594.110115236876
Hennur Road,2 BHK,1480.0,2.0,65.0,2,4391.891891891892
Marathahalli,2 BHK,1125.0,2.0,54.8,2,4871.111111111111
Sarjapur  Road,3 BHK,1929.0,3.0,103.0,3,5339.554173146708
Yeshwanthpur,4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
Sahakara Nagar,2 Bedroom,1200.0,2.0,136.0,2,11333.333333333334
Anjanapura,1 Bedroom,600.0,2.0,55.0,1,9166.666666666666
KR Puram,4 Bedroom,1000.0,4.0,75.0,4,7500.0
Hosakerehalli,5 BHK,4500.0,5.0,145.0,5,3222.222222222222
Sarjapur  Road,4 Bedroom,3416.5,6.0,143.0,4,4185.570027806234
other,4 Bedroom,3200.0,4.0,270.0,4,8437.5
Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.596314907873
Kodichikkanahalli,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
Sonnenahalli,3 BHK,1310.0,2.0,46.0,3,3511.4503816793895
Chikkalasandra,3 BHK,1230.0,2.0,53.51,3,4350.40650406504
Padmanabhanagar,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
other,7 BHK,3000.0,6.0,180.0,7,6000.0
KR Puram,2 BHK,1100.0,2.0,39.9,2,3627.272727272727
Kengeri Satellite Town,2 BHK,635.0,1.0,22.0,2,3464.566929133858
Ulsoor,4 Bedroom,3500.0,4.0,138.0,4,3942.857142857142
other,10 Bedroom,7150.0,13.0,3600.0,10,50349.65034965035
other,3 BHK,1680.0,3.0,85.0,3,5059.523809523809
Kaval Byrasandra,2 BHK,1185.0,2.0,49.0,2,4135.021097046413
Konanakunte,3 BHK,1637.0,3.0,73.0,3,4459.376908979842
HRBR Layout,3 BHK,1335.0,2.0,87.0,3,6516.853932584269
Kammanahalli,2 Bedroom,1200.0,1.0,81.0,2,6750.0
Haralur Road,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Sarjapur  Road,3 Bedroom,1200.0,3.0,70.0,3,5833.333333333333
Sahakara Nagar,2 BHK,1048.0,2.0,50.0,2,4770.992366412213
Basavangudi,3 BHK,2300.0,3.0,317.0,3,13782.608695652174
Uttarahalli,3 BHK,1310.0,2.0,85.0,3,6488.5496183206105
other,3 BHK,1855.0,3.0,225.0,3,12129.380053908357
Thanisandra,3 BHK,1427.0,3.0,120.0,3,8409.250175192712
Electronic City,2 BHK,1025.0,2.0,29.6,2,2887.8048780487807
other,2 Bedroom,1200.0,3.0,85.0,2,7083.333333333333
Hebbal,4 BHK,2790.0,5.0,204.0,4,7311.827956989248
Electronic City,2 BHK,1070.0,2.0,48.0,2,4485.981308411215
Battarahalli,4 Bedroom,2700.0,3.0,75.0,4,2777.777777777778
Kanakpura Road,1 BHK,525.0,1.0,26.0,1,4952.380952380952
Kanakpura Road,2 BHK,1332.0,2.0,108.0,2,8108.108108108108
Old Airport Road,4 BHK,2774.0,4.0,197.0,4,7101.658255227109
Kaikondrahalli,2 BHK,849.0,2.0,25.4,2,2991.7550058892816
Margondanahalli,2 Bedroom,1200.0,2.0,69.0,2,5750.0
other,3 BHK,1450.0,3.0,68.0,3,4689.6551724137935
Ambedkar Nagar,3 BHK,1856.0,3.0,120.0,3,6465.517241379311
other,4 Bedroom,750.0,2.0,42.0,4,5600.0
Kenchenahalli,2 BHK,1060.0,2.0,52.0,2,4905.66037735849
other,4 Bedroom,2000.0,5.0,80.0,4,4000.0
other,2 BHK,1030.0,2.0,80.0,2,7766.990291262136
7th Phase JP Nagar,2 BHK,1100.0,3.0,60.0,2,5454.545454545455
Rajaji Nagar,6 Bedroom,710.0,6.0,160.0,6,22535.211267605635
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3,4199.724517906336
Whitefield,2 BHK,1130.0,2.0,36.0,2,3185.8407079646017
Bhoganhalli,2 BHK,1444.0,2.0,75.97,2,5261.0803324099725
Electronic City,2 BHK,1100.0,2.0,41.0,2,3727.272727272727
Rajaji Nagar,3 BHK,2390.0,3.0,410.0,3,17154.81171548117
Uttarahalli,3 BHK,1328.0,2.0,56.0,3,4216.8674698795185
other,2 BHK,1125.0,2.0,75.0,2,6666.666666666667
other,3 Bedroom,4395.0,3.0,240.0,3,5460.750853242321
other,2 BHK,1305.0,2.0,52.0,2,3984.674329501915
Brookefield,3 BHK,1706.0,3.0,115.0,3,6740.914419695194
7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,4000.0
Hormavu,2 BHK,1046.0,2.0,60.0,2,5736.137667304015
other,2 BHK,950.0,2.0,57.0,2,6000.0
Narayanapura,3 BHK,2357.0,3.0,135.0,3,5727.619855748833
other,5 Bedroom,1600.0,4.0,125.0,5,7812.5
Whitefield,2 BHK,1270.0,2.0,105.0,2,8267.71653543307
Amruthahalli,2 BHK,1340.0,2.0,75.0,2,5597.014925373134
Banashankari,2 BHK,1460.0,2.0,70.0,2,4794.520547945205
Bhoganhalli,2 BHK,1444.0,2.0,75.97,2,5261.0803324099725
Electronic City,3 BHK,1631.0,3.0,80.0,3,4904.9662783568365
Jakkur,2 BHK,1290.0,2.0,80.04,2,6204.651162790698
Yelahanka New Town,4 Bedroom,4000.0,2.0,899.0,4,22475.0
Whitefield,4 Bedroom,3100.0,4.0,465.0,4,15000.0
other,2 Bedroom,500.0,2.0,70.0,2,14000.0
Cunningham Road,3 BHK,4170.0,3.0,800.0,3,19184.65227817746
OMBR Layout,3 Bedroom,600.0,3.0,100.0,3,16666.666666666668
other,3 BHK,1240.0,2.0,46.0,3,3709.6774193548385
Kasavanhalli,4 BHK,4260.0,4.0,272.0,4,6384.976525821597
Electronic City,2 BHK,1156.0,2.0,42.0,2,3633.2179930795846
Hoskote,2 BHK,1095.0,2.0,33.6,2,3068.4931506849316
other,3 BHK,1560.0,2.0,66.0,3,4230.7692307692305
KR Puram,7 Bedroom,2800.0,6.0,110.0,7,3928.571428571429
7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000.0
Haralur Road,3 BHK,1890.0,3.0,84.0,3,4444.444444444444
Thanisandra,3 BHK,1917.0,3.0,110.0,3,5738.132498695879
Nagasandra,3 BHK,1650.0,3.0,95.0,3,5757.575757575758
Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3,6476.5300059417705
KR Puram,3 BHK,1827.0,3.0,97.0,3,5309.250136836344
Kasavanhalli,3 BHK,1545.0,3.0,69.0,3,4466.019417475728
other,4 Bedroom,600.0,4.0,65.0,4,10833.333333333334
Kanakpura Road,2 BHK,1328.0,2.0,91.06,2,6856.9277108433735
other,3 BHK,1600.0,3.0,64.0,3,4000.0
Balagere,1 BHK,645.0,1.0,55.0,1,8527.131782945737
Thigalarapalya,3 BHK,2072.0,4.0,160.0,3,7722.007722007722
other,2 BHK,720.0,2.0,120.0,2,16666.666666666668
other,2 BHK,1230.0,2.0,55.0,2,4471.544715447155
Begur Road,3 BHK,1600.0,3.0,58.14,3,3633.75
Yelahanka,3 BHK,1756.0,3.0,66.73,3,3800.113895216401
Haralur Road,2 BHK,1000.0,2.0,44.0,2,4400.0
Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
other,4 Bedroom,2600.0,3.0,95.0,4,3653.846153846154
Whitefield,3 Bedroom,1200.0,3.0,67.77,3,5647.5
other,2 BHK,1080.0,2.0,38.0,2,3518.5185185185187
Ambalipura,2 BHK,1105.0,2.0,75.0,2,6787.330316742082
Kammanahalli,4 Bedroom,2900.0,4.0,200.0,4,6896.551724137931
Bannerghatta Road,3 BHK,1100.0,2.0,52.0,3,4727.272727272727
Sarjapur  Road,3 Bedroom,1200.0,3.0,95.0,3,7916.666666666667
other,3 BHK,2400.0,2.0,150.0,3,6250.0
other,4 Bedroom,600.0,4.0,40.0,4,6666.666666666667
other,4 Bedroom,1200.0,4.0,235.0,4,19583.333333333332
Banashankari Stage VI,3 Bedroom,600.0,3.0,90.0,3,15000.0
Dodda Nekkundi,2 BHK,1264.0,2.0,52.0,2,4113.9240506329115
1st Block Jayanagar,4 BHK,2850.0,4.0,428.0,4,15017.543859649122
Devarachikkanahalli,2 BHK,947.0,2.0,43.0,2,4540.654699049631
Hebbal Kempapura,2 BHK,1150.0,2.0,40.0,2,3478.2608695652175
other,3 BHK,1455.0,2.0,45.0,3,3092.783505154639
Chandapura,2 BHK,750.0,1.0,18.5,2,2466.6666666666665
Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3,5641.025641025641
Yelahanka,2 BHK,1033.0,2.0,52.58,2,5090.0290416263315
Bannerghatta Road,3 BHK,1556.0,2.0,59.13,3,3800.1285347043704
Panathur,3 BHK,1688.0,3.0,118.0,3,6990.521327014218
Rayasandra,5 Bedroom,1200.0,3.0,65.0,5,5416.666666666667
other,6 Bedroom,2400.0,4.0,170.0,6,7083.333333333333
other,7 BHK,600.0,7.0,106.0,7,17666.666666666668
Kammasandra,2 BHK,1057.0,2.0,35.0,2,3311.2582781456954
other,2 BHK,1375.0,2.0,45.0,2,3272.7272727272725
Yelachenahalli,2 BHK,1000.0,2.0,50.0,2,5000.0
Kasavanhalli,2 BHK,1377.0,2.0,80.0,2,5809.731299927378
Mahadevpura,4 Bedroom,3555.0,4.0,230.0,4,6469.760900140647
Bellandur,3 BHK,1692.0,3.0,88.0,3,5200.945626477542
HSR Layout,5 Bedroom,3500.0,5.0,350.0,5,10000.0
other,3 Bedroom,2400.0,4.0,130.0,3,5416.666666666667
Hennur,2 BHK,1155.0,2.0,54.5,2,4718.614718614718
Harlur,3 BHK,2240.0,5.0,155.0,3,6919.642857142857
Yelahanka,3 BHK,1560.0,2.0,98.0,3,6282.051282051282
Whitefield,3 BHK,1806.0,3.0,85.0,3,4706.5337763012185
8th Phase JP Nagar,3 BHK,3300.0,3.0,165.0,3,5000.0
other,3 BHK,1450.0,2.0,65.0,3,4482.758620689655
TC Palaya,3 BHK,1200.0,2.0,66.0,3,5500.0
other,3 BHK,1500.0,2.0,90.0,3,6000.0
Banashankari,2 BHK,1020.0,2.0,40.79,2,3999.0196078431377
other,2 Bedroom,1500.0,2.0,203.0,2,13533.333333333334
Begur Road,1 BHK,644.0,1.0,40.0,1,6211.180124223602
other,2 BHK,966.0,2.0,49.0,2,5072.463768115942
other,3 BHK,3071.0,4.0,300.0,3,9768.80494952784
KR Puram,2 BHK,1096.0,2.0,43.0,2,3923.357664233577
Ambedkar Nagar,4 Bedroom,2900.0,3.0,300.0,4,10344.827586206897
Banashankari Stage VI,4 Bedroom,600.0,3.0,97.0,4,16166.666666666666
Kanakpura Road,3 BHK,1450.0,2.0,70.18,3,4840.000000000001
other,4 BHK,3150.0,4.0,180.0,4,5714.285714285715
Whitefield,1 BHK,840.0,1.0,57.0,1,6785.714285714285
Kanakpura Road,3 BHK,1550.0,3.0,65.1,3,4199.999999999999
Sector 2 HSR Layout,1 BHK,794.0,1.0,65.0,1,8186.39798488665
Koramangala,3 BHK,1580.0,3.0,160.0,3,10126.582278481012
other,2 BHK,1069.0,2.0,55.0,2,5144.9953227315245
Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Begur,3 BHK,2400.0,3.0,12.0,3,500.0
9th Phase JP Nagar,1 BHK,600.0,1.0,20.0,1,3333.3333333333335
Tumkur Road,1 BHK,700.0,1.0,30.09,1,4298.571428571428
Raja Rajeshwari Nagar,6 Bedroom,1200.0,4.0,125.0,6,10416.666666666666
Ulsoor,2 BHK,1200.0,2.0,60.0,2,5000.0
Mysore Road,2 Bedroom,900.0,2.0,65.0,2,7222.222222222223
Billekahalli,3 BHK,1935.0,3.0,110.0,3,5684.754521963824
Green Glen Layout,3 BHK,1625.0,3.0,70.0,3,4307.692307692308
Rajaji Nagar,3 BHK,2448.0,3.0,400.0,3,16339.869281045752
other,8 Bedroom,1000.0,7.0,160.0,8,16000.0
Hormavu,3 BHK,1385.0,2.0,69.0,3,4981.949458483755
Bommanahalli,3 BHK,1250.0,3.0,55.0,3,4400.0
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3,4199.724517906336
Bharathi Nagar,2 BHK,1379.0,2.0,85.0,2,6163.8868745467735
Haralur Road,3 BHK,1255.0,2.0,90.0,3,7171.314741035857
Kadubeesanahalli,3 BHK,1532.0,3.0,115.0,3,7506.527415143603
other,2 BHK,1225.0,2.0,53.0,2,4326.530612244898
other,8 Bedroom,2400.0,9.0,350.0,8,14583.333333333334
Yeshwanthpur,2 BHK,1167.0,2.0,64.08,2,5491.002570694088
Whitefield,2 BHK,1254.0,2.0,40.0,2,3189.792663476874
Brookefield,2 BHK,1588.0,2.0,58.0,2,3652.392947103275
Chikkabanavar,2 BHK,950.0,2.0,40.0,2,4210.526315789473
Harlur,2 BHK,1197.0,2.0,79.0,2,6599.832915622389
Panathur,2 BHK,1000.0,2.0,68.0,2,6800.0
Thanisandra,5 Bedroom,750.0,4.0,62.0,5,8266.666666666666
Whitefield,2 BHK,1485.0,2.0,96.51,2,6498.989898989899
Kundalahalli,3 Bedroom,1600.0,3.0,170.0,3,10625.0
5th Phase JP Nagar,4 Bedroom,2400.0,4.0,228.0,4,9500.0
Harlur,3 BHK,1710.0,3.0,85.0,3,4970.7602339181285
R.T. Nagar,4 Bedroom,1500.0,4.0,185.0,4,12333.333333333334
Brookefield,5 Bedroom,2400.0,5.0,325.0,5,13541.666666666666
Yelahanka,3 BHK,1614.0,2.0,100.0,3,6195.786864931846
KR Puram,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Doddakallasandra,2 BHK,1072.0,2.0,42.87,2,3999.067164179105
other,2 BHK,975.0,2.0,60.0,2,6153.846153846154
Whitefield,4 Bedroom,2990.0,3.0,198.0,4,6622.0735785953175
Kothanur,3 BHK,1580.0,3.0,76.0,3,4810.126582278481
Uttarahalli,3 BHK,1845.0,2.0,68.27,3,3700.271002710027
Marathahalli,3 BHK,1730.0,3.0,110.0,3,6358.381502890174
other,2 Bedroom,1500.0,1.0,160.0,2,10666.666666666666
Chikkabanavar,1 Bedroom,1200.0,1.0,20.0,1,1666.6666666666667
other,2 BHK,1145.0,2.0,44.0,2,3842.794759825328
Thanisandra,3 BHK,1430.0,2.0,56.0,3,3916.083916083916
Yelahanka,3 BHK,1400.0,2.0,80.54,3,5752.857142857143
ISRO Layout,4 Bedroom,1200.0,4.0,155.0,4,12916.666666666666
Bhoganhalli,4 BHK,1554.3,4.0,131.0,4,8428.231358167664
Kengeri,3 BHK,1250.0,3.0,48.0,3,3840.0
Marathahalli,4 BHK,3951.0,4.0,230.0,4,5821.311060491015
Rachenahalli,3 BHK,1530.0,2.0,74.4,3,4862.745098039216
Gollarapalya Hosahalli,3 BHK,1345.0,3.0,60.0,3,4460.966542750929
Whitefield,3 BHK,3596.0,3.0,200.0,3,5561.735261401557
Sarjapur  Road,2 BHK,1035.0,2.0,49.2,2,4753.623188405797
Hosur Road,1 BHK,460.0,1.0,21.0,1,4565.217391304348
Vishveshwarya Layout,4 BHK,2000.0,4.0,75.0,4,3750.0
Munnekollal,3 BHK,1540.0,2.0,70.0,3,4545.454545454545
Rajaji Nagar,3 BHK,2559.0,3.0,403.0,3,15748.339194998049
Uttarahalli,3 BHK,1360.0,2.0,47.59,3,3499.264705882353
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,4283.397683397683
Hennur Road,3 BHK,1976.0,3.0,65.21,3,3300.101214574898
Tindlu,2 Bedroom,1350.0,2.0,100.0,2,7407.407407407408
other,2 BHK,1198.0,2.0,84.0,2,7011.686143572621
Chikkabanavar,4 Bedroom,2460.0,7.0,80.0,4,3252.032520325203
Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3,8776.206728425159
Padmanabhanagar,3 BHK,1250.0,2.0,70.0,3,5600.0
Lingadheeranahalli,3 BHK,1683.0,3.0,140.0,3,8318.478906714201
Sarjapur,4 Bedroom,2540.0,4.0,115.0,4,4527.55905511811
other,3 BHK,1650.0,3.0,165.0,3,10000.0
Kanakpura Road,3 BHK,1665.0,3.0,74.9,3,4498.498498498499
Sector 2 HSR Layout,9 Bedroom,600.0,9.0,90.0,9,15000.0
other,3 BHK,1465.0,2.0,88.0,3,6006.825938566553
Harlur,4 Bedroom,1200.0,4.0,244.0,4,20333.333333333332
other,4 Bedroom,2400.0,4.0,550.0,4,22916.666666666668
Channasandra,2 BHK,1104.0,2.0,35.5,2,3215.5797101449275
Kanakpura Road,3 BHK,1665.0,3.0,88.0,3,5285.285285285286
Kadugodi,3 BHK,1900.0,3.0,108.0,3,5684.210526315789
Hoodi,3 BHK,1655.0,3.0,131.0,3,7915.407854984895
